YuiMedalShopItemId,YuiMedalShopId,CommonRewardType,CommonRewardId,CommonRewardNum,Strength,Property1PropertyId,Property1Value1,Property1Value2,Property2PropertyId,Property2Value1,Property2Value2,Property3PropertyId,Property3Value1,Property3Value2,Property4PropertyId,Property4Value1,Property4Value2
204134,204134,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204135,204135,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204136,204136,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204137,204137,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204138,204138,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204139,204139,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204140,204140,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204141,204141,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204142,204142,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204143,204143,3,150030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204144,204144,3,150040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204145,204145,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204146,204146,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204147,204147,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204201,204201,1,101000430,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204202,204202,1,102000580,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204203,204203,1,103000480,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204204,204204,1,104000520,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204205,204205,1,109000430,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204206,204206,1,111000350,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204207,204207,8,205000240,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204208,204208,8,206000260,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204209,204209,8,215000140,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204210,204210,8,216000140,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204211,204211,8,217000090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204212,204212,8,218000100,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204213,204213,8,299001120,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204214,204214,1,102000280,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204215,204215,8,291000040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204216,204216,8,204000210,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204217,204217,8,205000150,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204218,204218,8,299000800,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204219,204219,8,299000810,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204220,204220,8,299000820,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204221,204221,8,201000130,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204222,204222,8,299000830,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204223,204223,8,202000270,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204224,204224,8,206000190,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204225,204225,8,220000060,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204226,204226,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204227,204227,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204228,204228,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204229,204229,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204230,204230,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204231,204231,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204232,204232,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204233,204233,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204234,204234,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204235,204235,3,150030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204236,204236,3,150040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204237,204237,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204238,204238,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204239,204239,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204301,204301,8,202000390,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204302,204302,8,203000310,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204303,204303,8,204000330,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204304,204304,8,209000290,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204305,204305,8,210000040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204306,204306,8,211000130,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204307,204307,8,212000080,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204308,204308,1,101000270,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204309,204309,1,104000420,1,1,1,0,0,1,0,0,2,0,0,2,0,0
204310,204310,8,206000200,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204311,204311,8,211000090,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204312,204312,8,299000840,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204313,204313,8,299000850,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204314,204314,8,299000860,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204315,204315,8,202000280,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204316,204316,8,204000220,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204317,204317,8,201000140,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204318,204318,8,203000230,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204319,204319,8,205000160,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204320,204320,3,170001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204321,204321,3,170004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204322,204322,3,170005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204323,204323,3,180001,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204324,204324,3,180004,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204325,204325,3,180005,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204326,204326,3,140000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204327,204327,3,150010,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204328,204328,3,150020,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204329,204329,3,150030,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204330,204330,3,150040,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204331,204331,3,190000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204332,204332,3,200000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
204333,204333,3,210000,1,0,1,0,0,1,0,0,1,0,0,1,0,0
