RewardTableId,UnanalyzedLogGradeId,CommonRewardId,CommonRewardType
9302,3,104000080,1
9303,3,102000050,1
9304,3,104000170,1
9305,3,104000260,1
9306,3,111000010,1
9307,3,111000020,1
9308,3,111000030,1
9309,3,112000020,1
9310,3,112000030,1
9311,3,108000060,1
9312,3,108000070,1
9313,3,108000080,1
9314,3,107000050,1
9315,3,112000010,1
9316,3,110000070,1
9317,3,110000080,1
9318,3,118000020,1
9319,3,118000030,1
9320,3,118000040,1
9321,4,101000090,1
9322,4,101000100,1
9323,4,101000110,1
9324,4,109000100,1
9325,4,105000100,1
9326,4,105000110,1
9327,4,108000090,1
9328,4,110000090,1
9329,4,102000100,1
9330,4,102000110,1
9331,4,106000090,1
9332,4,109000090,1
9333,4,107000100,1
9334,4,103000090,1
9335,4,102000090,1
9336,4,103000100,1
9337,4,106000100,1
9338,4,106000110,1
9339,4,104000090,1
9340,4,104000100,1
9341,4,104000110,1
9342,4,107000090,1
9343,4,104000180,1
9344,4,111000040,1
9345,4,112000040,1
9346,4,108000100,1
9347,4,105000090,1
9348,4,110000100,1
9349,4,118000050,1
9350,4,118000060,1
9351,5,101000120,1
9352,5,109000110,1
9353,5,105000120,1
9354,5,102000120,1
9355,5,107000110,1
9356,5,103000120,1
9357,5,106000120,1
9358,5,104000120,1
9359,5,104000190,1
9360,5,111000060,1
9361,5,112000060,1
9362,5,108000110,1
9363,5,110000110,1
9364,5,118000070,1
9365,1,201000010,8
9366,1,292000010,8
9367,1,299000040,8
9368,1,299000070,8
9369,1,299000110,8
9370,1,299000120,8
9371,1,299000140,8
9372,2,202000010,8
9373,2,290000010,8
9374,2,299000010,8
9375,2,299000150,8
9376,2,299000190,8
9377,2,299000200,8
9378,2,299000210,8
9379,3,298000050,8
9380,3,298000060,8
9381,3,299000060,8
9382,3,299000170,8
9383,3,290000120,8
9384,3,291000050,8
9385,3,292000020,8
9386,4,299000670,8
9387,4,299000680,8
9388,4,204000010,8
9389,4,209000040,8
9390,5,297000100,8
9391,5,291000020,8
9392,5,297000130,8
9393,5,297000140,8
9394,5,203000010,8
9395,5,206000030,8
9396,2,170003,3
9397,2,180003,3
9398,3,170004,3
9399,3,180004,3
9400,4,140000,3
9401,5,150010,3
9402,5,150020,3
9403,5,150030,3
9404,5,150040,3
9406,3,101000050,1
9407,3,101000060,1
9408,3,101000080,1
9409,3,101000040,1
9410,3,109000060,1
9411,3,109000070,1
9412,3,109000080,1
9413,3,105000060,1
9414,3,105000070,1
9415,3,105000080,1
9416,3,104000050,1
9417,3,106000050,1
9418,3,102000060,1
9419,3,102000070,1
9420,3,102000080,1
9421,3,103000050,1
9422,3,105000050,1
9423,3,107000060,1
9424,3,107000070,1
9425,3,107000080,1
9426,3,108000050,1
9427,3,109000050,1
9428,3,103000060,1
9429,3,103000070,1
9430,3,103000080,1
9431,3,110000050,1
9432,3,106000060,1
9433,3,106000070,1
9434,3,106000080,1
9435,3,101000070,1
9436,3,110000060,1
9437,3,104000060,1
9438,3,104000070,1
9439,3,104000080,1
9440,3,102000050,1
9441,3,104000170,1
9442,3,104000260,1
9443,3,111000010,1
9444,3,111000020,1
9445,3,111000030,1
9446,3,112000020,1
9447,3,112000030,1
9448,3,108000060,1
9449,3,108000070,1
9450,3,108000080,1
9451,3,107000050,1
9452,3,112000010,1
9453,3,110000070,1
9454,3,110000080,1
9455,3,118000020,1
9456,3,118000030,1
9457,3,118000040,1
9458,4,101000090,1
9459,4,101000100,1
9460,4,101000110,1
9461,4,109000100,1
9462,4,105000100,1
9463,4,105000110,1
9464,4,108000090,1
9465,4,110000090,1
9466,4,102000100,1
9467,4,102000110,1
9468,4,106000090,1
9469,4,109000090,1
9470,4,107000100,1
9471,4,103000090,1
9472,4,102000090,1
9473,4,103000100,1
9474,4,106000100,1
9475,4,106000110,1
9476,4,104000090,1
9477,4,104000100,1
9478,4,104000110,1
9479,4,107000090,1
9480,4,104000180,1
9481,4,111000040,1
9482,4,112000040,1
9483,4,108000100,1
9484,4,105000090,1
9485,4,110000100,1
9486,4,118000050,1
9487,4,118000060,1
9488,5,101000120,1
9489,5,109000110,1
9490,5,105000120,1
9491,5,102000120,1
9492,5,107000110,1
9493,5,103000120,1
9494,5,106000120,1
9495,5,104000120,1
9496,5,104000190,1
9497,5,111000060,1
9498,5,112000060,1
9499,5,108000110,1
9500,5,110000110,1
9501,5,118000070,1
9502,1,201000010,8
9503,1,292000010,8
9504,1,299000040,8
9505,1,299000070,8
9506,1,299000110,8
9507,1,299000120,8
9508,1,299000140,8
9509,2,202000010,8
9510,2,290000010,8
9511,2,299000010,8
9512,2,299000150,8
9513,2,299000190,8
9514,2,299000200,8
9515,2,299000210,8
9516,3,298000050,8
9517,3,298000060,8
9518,3,299000060,8
9519,3,299000170,8
9520,3,290000120,8
9521,3,291000050,8
9522,3,292000020,8
9523,4,299000670,8
9524,4,299000680,8
9525,4,204000010,8
9526,4,209000040,8
9527,5,297000100,8
9528,5,291000020,8
9529,5,297000130,8
9530,5,297000140,8
9531,5,203000010,8
9532,5,206000030,8
9533,3,170004,3
9534,3,180004,3
9535,4,140000,3
9536,5,150010,3
9537,5,150020,3
9538,5,150030,3
9539,5,150040,3
9541,3,101000050,1
9542,3,101000060,1
9543,3,101000080,1
9544,3,101000040,1
9545,3,109000060,1
9546,3,109000070,1
9547,3,109000080,1
9548,3,105000060,1
9549,3,105000070,1
9550,3,105000080,1
9551,3,104000050,1
9552,3,106000050,1
9553,3,102000060,1
9554,3,102000070,1
9555,3,102000080,1
9556,3,103000050,1
9557,3,105000050,1
9558,3,107000060,1
9559,3,107000070,1
9560,3,107000080,1
9561,3,108000050,1
9562,3,109000050,1
9563,3,103000060,1
9564,3,103000070,1
9565,3,103000080,1
9566,3,110000050,1
9567,3,106000060,1
9568,3,106000070,1
9569,3,106000080,1
9570,3,101000070,1
9571,3,110000060,1
9572,3,104000060,1
9573,3,104000070,1
9574,3,104000080,1
9575,3,102000050,1
9576,3,104000170,1
9577,3,104000260,1
9578,3,111000010,1
9579,3,111000020,1
9580,3,111000030,1
9581,3,112000020,1
9582,3,112000030,1
9583,3,108000060,1
9584,3,108000070,1
9585,3,108000080,1
9586,3,107000050,1
9587,3,112000010,1
9588,3,110000070,1
9589,3,110000080,1
9590,3,118000020,1
9591,3,118000030,1
9592,3,118000040,1
9593,4,101000090,1
9594,4,101000100,1
9595,4,101000110,1
9596,4,109000100,1
9597,4,105000100,1
9598,4,105000110,1
9599,4,108000090,1
9600,4,110000090,1
9601,4,102000100,1
9602,4,102000110,1
9603,4,106000090,1
9604,4,109000090,1
9605,4,107000100,1
9606,4,103000090,1
9607,4,102000090,1
9608,4,103000100,1
9609,4,106000100,1
9610,4,106000110,1
9611,4,104000090,1
9612,4,104000100,1
9613,4,104000110,1
9614,4,107000090,1
9615,4,104000180,1
9616,4,111000040,1
9617,4,112000040,1
9618,4,108000100,1
9619,4,105000090,1
9620,4,110000100,1
9621,4,118000050,1
9622,4,118000060,1
9623,5,101000120,1
9624,5,109000110,1
9625,5,105000120,1
9626,5,102000120,1
9627,5,107000110,1
9628,5,103000120,1
9629,5,106000120,1
9630,5,104000120,1
9631,5,104000190,1
9632,5,111000060,1
9633,5,112000060,1
9634,5,108000110,1
9635,5,110000110,1
9636,5,118000070,1
9637,1,201000010,8
9638,1,292000010,8
9639,1,299000040,8
9640,1,299000070,8
9641,1,299000110,8
9642,1,299000120,8
9643,1,299000140,8
9644,2,202000010,8
9645,2,290000010,8
9646,2,299000010,8
9647,2,299000150,8
9648,2,299000190,8
9649,2,299000200,8
9650,2,299000210,8
9651,3,298000050,8
9652,3,298000060,8
9653,3,299000060,8
9654,3,299000170,8
9655,3,290000120,8
9656,3,291000050,8
9657,3,292000020,8
9658,4,299000670,8
9659,4,299000680,8
9660,4,204000010,8
9661,4,209000040,8
9662,5,297000100,8
9663,5,291000020,8
9664,5,297000130,8
9665,5,297000140,8
9666,5,203000010,8
9667,5,206000030,8
9668,3,170004,3
9669,3,180004,3
9670,4,140000,3
9671,5,150010,3
9672,5,150020,3
9673,5,150030,3
9674,5,150040,3
9676,3,101000050,1
9677,3,101000060,1
9678,3,101000080,1
9679,3,101000040,1
9680,3,109000060,1
9681,3,109000070,1
9682,3,109000080,1
9683,3,105000060,1
9684,3,105000070,1
9685,3,105000080,1
9686,3,104000050,1
9687,3,106000050,1
9688,3,102000060,1
9689,3,102000070,1
9690,3,102000080,1
9691,3,103000050,1
9692,3,105000050,1
9693,3,107000060,1
9694,3,107000070,1
9695,3,107000080,1
9696,3,108000050,1
9697,3,109000050,1
9698,3,103000060,1
9699,3,103000070,1
9700,3,103000080,1
9701,3,110000050,1
9702,3,106000060,1
9703,3,106000070,1
9704,3,106000080,1
9705,3,101000070,1
9706,3,110000060,1
9707,3,104000060,1
9708,3,104000070,1
9709,3,104000080,1
9710,3,102000050,1
9711,3,104000170,1
9712,3,104000260,1
9713,3,111000010,1
9714,3,111000020,1
9715,3,111000030,1
9716,3,112000020,1
9717,3,112000030,1
9718,3,108000060,1
9719,3,108000070,1
9720,3,108000080,1
9721,3,107000050,1
9722,3,112000010,1
9723,3,110000070,1
9724,3,110000080,1
9725,3,118000020,1
9726,3,118000030,1
9727,3,118000040,1
9728,4,101000090,1
9729,4,101000100,1
9730,4,101000110,1
9731,4,109000100,1
9732,4,105000100,1
9733,4,105000110,1
9734,4,108000090,1
9735,4,110000090,1
9736,4,102000100,1
9737,4,102000110,1
9738,4,106000090,1
9739,4,109000090,1
9740,4,107000100,1
9741,4,103000090,1
9742,4,102000090,1
9743,4,103000100,1
9744,4,106000100,1
9745,4,106000110,1
9746,4,104000090,1
9747,4,104000100,1
9748,4,104000110,1
9749,4,107000090,1
9750,4,104000180,1
9751,4,111000040,1
9752,4,112000040,1
9753,4,108000100,1
9754,4,105000090,1
9755,4,110000100,1
9756,4,118000050,1
9757,4,118000060,1
9758,5,101000120,1
9759,5,109000110,1
9760,5,105000120,1
9761,5,102000120,1
9762,5,107000110,1
9763,5,103000120,1
9764,5,106000120,1
9765,5,104000120,1
9766,5,104000190,1
9767,5,111000060,1
9768,5,112000060,1
9769,5,108000110,1
9770,5,110000110,1
9771,5,118000070,1
9772,1,201000010,8
9773,1,292000010,8
9774,1,299000040,8
9775,1,299000070,8
9776,1,299000110,8
9777,1,299000120,8
9778,1,299000140,8
9779,2,202000010,8
9780,2,290000010,8
9781,2,299000010,8
9782,2,299000150,8
9783,2,299000190,8
9784,2,299000200,8
9785,2,299000210,8
9786,3,298000050,8
9787,3,298000060,8
9788,3,299000060,8
9789,3,299000170,8
9790,3,290000120,8
9791,3,291000050,8
9792,3,292000020,8
9793,4,299000670,8
9794,4,299000680,8
9795,4,204000010,8
9796,4,209000040,8
9797,5,297000100,8
9798,5,291000020,8
9799,5,297000130,8
9800,5,297000140,8
9801,5,203000010,8
9802,5,206000030,8
9803,3,170004,3
9804,3,180004,3
9805,4,140000,3
9806,5,150010,3
9807,5,150020,3
9808,5,150030,3
9809,5,150040,3
9810,5,190000,3
9811,5,200000,3
9812,5,210000,3
9814,3,101000050,1
9815,3,101000060,1
9816,3,101000080,1
9817,3,101000040,1
9818,3,109000060,1
9819,3,109000070,1
9820,3,109000080,1
9821,3,105000060,1
9822,3,105000070,1
9823,3,105000080,1
9824,3,104000050,1
9825,3,106000050,1
9826,4,101000090,1
9827,4,101000100,1
9828,4,101000110,1
9829,4,109000100,1
9830,4,105000100,1
9831,4,105000110,1
9832,4,108000090,1
9833,4,110000090,1
9834,5,101000120,1
9835,5,109000110,1
9836,5,105000120,1
9837,1,101000000,2
9838,2,101000001,2
9839,3,101000002,2
9840,4,101000008,2
9841,5,101000004,2
9842,1,109000000,2
9843,2,109000001,2
9844,3,109000002,2
9845,4,109000003,2
9846,5,109000004,2
9847,3,170004,3
9848,4,170005,3
9849,3,180004,3
9850,4,180005,3
9851,4,140000,3
9852,4,150010,3
9853,4,150020,3
9854,4,150030,3
9855,4,150040,3
9857,3,102000060,1
9858,3,102000070,1
9859,3,102000080,1
9860,3,103000050,1
9861,3,105000050,1
9862,3,107000060,1
9863,3,107000070,1
9864,3,107000080,1
9865,3,108000050,1
9866,3,109000050,1
9867,3,103000060,1
9868,3,103000070,1
9869,3,103000080,1
9870,3,110000050,1
9871,4,102000100,1
9872,4,102000350,1
9873,4,102000110,1
9874,4,106000090,1
9875,4,109000090,1
9876,4,107000100,1
9877,4,103000090,1
9878,4,102000090,1
9879,4,103000100,1
9880,5,102000120,1
9881,5,107000110,1
9882,5,103000120,1
9883,1,102000000,2
9884,2,102000001,2
9885,3,102000002,2
9886,4,102000003,2
9887,5,102000004,2
9888,1,105000000,2
9889,2,105000001,2
9890,3,105000002,2
9891,4,105000003,2
9892,5,105000004,2
9893,1,112000000,2
9894,2,112000001,2
9895,3,112000002,2
9896,4,112000003,2
9897,5,112000004,2
9898,4,110024,3
9899,4,110034,3
9900,4,110044,3
9901,4,110054,3
9902,3,110060,3
9903,3,110070,3
9904,3,110080,3
9905,3,110090,3
9906,3,110100,3
9907,3,110110,3
9908,3,110120,3
9909,3,110130,3
9910,3,110140,3
9911,3,110150,3
9912,3,110160,3
9913,3,110170,3
9914,3,110180,3
9915,3,110190,3
9916,3,110200,3
9917,3,110210,3
9918,3,110220,3
9919,3,110230,3
9920,3,110240,3
9921,3,110250,3
9922,3,110260,3
9923,3,110270,3
9924,3,110620,3
9925,3,110670,3
9926,4,140000,3
9927,4,150010,3
9928,4,150020,3
9929,4,150030,3
9930,4,150040,3
9932,3,118000020,1
9933,3,118000030,1
9934,3,118000040,1
9935,3,106000060,1
9936,3,106000070,1
9937,3,106000080,1
9938,3,101000070,1
9939,3,110000060,1
9940,3,104000060,1
9941,3,104000070,1
9942,3,104000080,1
9943,3,102000050,1
9944,3,104000170,1
9945,3,104000260,1
9946,4,118000050,1
9947,4,118000060,1
9948,4,106000100,1
9949,4,106000110,1
9950,4,104000090,1
9951,4,104000100,1
9952,4,104000110,1
9953,4,104000270,1
9954,4,107000090,1
9955,4,104000180,1
9956,5,118000070,1
9957,5,106000120,1
9958,5,104000120,1
9959,5,104000190,1
9960,1,103000000,2
9961,2,103000001,2
9962,3,103000002,2
9963,4,103000003,2
9964,5,103000004,2
9965,1,111000000,2
9966,2,111000001,2
9967,3,111000002,2
9968,4,111000003,2
9969,5,111000004,2
9970,1,115000000,2
9971,2,115000001,2
9972,3,115000002,2
9973,4,115000003,2
9974,5,115000004,2
9975,4,120024,3
9976,4,120034,3
9977,4,120044,3
9978,4,120054,3
9979,3,120241,3
9980,3,120251,3
9981,3,120261,3
9982,3,120271,3
9983,3,120300,3
9984,3,120310,3
9985,3,120320,3
9986,3,120330,3
9987,3,120340,3
9988,3,120350,3
9989,3,120360,3
9990,3,120370,3
9991,3,120380,3
9992,3,120390,3
9993,3,120400,3
9994,3,120410,3
9995,3,120420,3
9996,3,120430,3
9997,3,120450,3
9998,3,120460,3
9999,3,120550,3
10000,3,120560,3
10001,3,120570,3
10002,3,120990,3
10003,3,121000,3
10004,3,121010,3
10005,3,121020,3
10006,4,140000,3
10007,4,150010,3
10008,4,150020,3
10009,4,150030,3
10010,4,150040,3
10012,3,111000010,1
10013,3,111000020,1
10014,3,111000030,1
10015,3,112000020,1
10016,3,112000030,1
10017,3,108000060,1
10018,3,108000070,1
10019,3,108000080,1
10020,3,107000050,1
10021,3,112000010,1
10022,3,110000070,1
10023,3,110000080,1
10024,4,111000040,1
10025,4,112000040,1
10026,4,108000100,1
10027,4,105000090,1
10028,4,110000100,1
10029,5,111000060,1
10030,5,112000060,1
10031,5,108000110,1
10032,5,110000110,1
10033,1,108000000,2
10034,2,108000001,2
10035,3,108000002,2
10036,4,108000003,2
10037,5,108000004,2
10038,1,107000000,2
10039,2,107000001,2
10040,3,107000002,2
10041,4,107000003,2
10042,5,107000004,2
10043,1,120000000,2
10044,2,120000001,2
10045,3,120000002,2
10046,4,120000003,2
10047,5,120000004,2
10048,4,130024,3
10049,4,130034,3
10050,4,130044,3
10051,4,130054,3
10052,3,130060,3
10053,3,130070,3
10054,3,130080,3
10055,3,130090,3
10056,3,130100,3
10057,3,130110,3
10058,3,130120,3
10059,3,130130,3
10060,3,130140,3
10061,3,130150,3
10062,3,130160,3
10063,3,130170,3
10064,3,130180,3
10065,3,130190,3
10066,3,130200,3
10067,3,130420,3
10068,3,130510,3
10069,3,130520,3
10070,3,130531,3
10071,3,130540,3
10072,3,130660,3
10073,3,130790,3
10074,3,130800,3
10075,3,131130,3
10076,4,140000,3
10077,4,150010,3
10078,4,150020,3
10079,4,150030,3
10080,4,150040,3
10082,3,111000010,1
10083,3,111000020,1
10084,3,111000030,1
10085,3,112000020,1
10086,3,112000030,1
10087,3,108000060,1
10088,3,108000070,1
10089,3,108000080,1
10090,3,107000050,1
10091,3,112000010,1
10092,3,110000070,1
10093,3,110000080,1
10094,4,111000040,1
10095,4,112000040,1
10096,4,108000100,1
10097,4,105000090,1
10098,4,110000100,1
10099,5,111000060,1
10100,5,112000060,1
10101,5,108000110,1
10102,5,110000110,1
10103,1,108000000,2
10104,2,108000001,2
10105,3,108000002,2
10106,4,108000003,2
10107,5,108000004,2
10108,1,107000000,2
10109,2,107000001,2
10110,3,107000002,2
10111,4,107000003,2
10112,5,107000004,2
10113,1,120000000,2
10114,2,120000001,2
10115,3,120000002,2
10116,4,120000003,2
10117,5,120000004,2
10118,3,170004,3
10119,4,170005,3
10120,3,180004,3
10121,4,180005,3
10122,4,140000,3
10123,4,150010,3
10124,4,150020,3
10125,4,150030,3
10126,4,150040,3
10128,3,101000050,1
10129,3,101000060,1
10130,3,101000080,1
10131,3,101000040,1
10132,3,109000060,1
10133,3,109000070,1
10134,3,109000080,1
10135,3,105000060,1
10136,3,105000070,1
10137,3,105000080,1
10138,3,104000050,1
10139,3,106000050,1
10140,4,101000090,1
10141,4,101000100,1
10142,4,101000110,1
10143,4,109000100,1
10144,4,105000100,1
10145,4,105000110,1
10146,4,108000090,1
10147,4,110000090,1
10148,5,101000120,1
10149,5,109000110,1
10150,5,105000120,1
10151,1,101000000,2
10152,2,101000001,2
10153,3,101000002,2
10154,4,101000008,2
10155,5,101000004,2
10156,1,109000000,2
10157,2,109000001,2
10158,3,109000002,2
10159,4,109000003,2
10160,5,109000004,2
10161,4,110024,3
10162,4,110034,3
10163,4,110044,3
10164,4,110054,3
10165,3,110060,3
10166,3,110070,3
10167,3,110080,3
10168,3,110090,3
10169,3,110100,3
10170,3,110110,3
10171,3,110120,3
10172,3,110130,3
10173,3,110140,3
10174,3,110150,3
10175,3,110160,3
10176,3,110170,3
10177,3,110180,3
10178,3,110190,3
10179,3,110200,3
10180,3,110210,3
10181,3,110220,3
10182,3,110230,3
10183,3,110240,3
10184,3,110250,3
10185,3,110260,3
10186,3,110270,3
10187,3,110620,3
10188,3,110670,3
10189,4,140000,3
10190,4,150010,3
10191,4,150020,3
10192,4,150030,3
10193,4,150040,3
10195,3,102000060,1
10196,3,102000070,1
10197,3,102000080,1
10198,3,103000050,1
10199,3,105000050,1
10200,3,107000060,1
10201,3,107000070,1
10202,3,107000080,1
10203,3,108000050,1
10204,3,109000050,1
10205,3,103000060,1
10206,3,103000070,1
10207,3,103000080,1
10208,3,110000050,1
10209,4,102000100,1
10210,4,102000110,1
10211,4,102000350,1
10212,4,106000090,1
10213,4,109000090,1
10214,4,107000100,1
10215,4,103000090,1
10216,4,102000090,1
10217,4,103000100,1
10218,5,102000120,1
10219,5,107000110,1
10220,5,103000120,1
10221,1,102000000,2
10222,2,102000001,2
10223,3,102000002,2
10224,4,102000003,2
10225,5,102000004,2
10226,1,105000000,2
10227,2,105000001,2
10228,3,105000002,2
10229,4,105000003,2
10230,5,105000004,2
10231,1,112000000,2
10232,2,112000001,2
10233,3,112000002,2
10234,4,112000003,2
10235,5,112000004,2
10236,4,120024,3
10237,4,120034,3
10238,4,120044,3
10239,4,120054,3
10240,3,120241,3
10241,3,120251,3
10242,3,120261,3
10243,3,120271,3
10244,3,120300,3
10245,3,120310,3
10246,3,120320,3
10247,3,120330,3
10248,3,120340,3
10249,3,120350,3
10250,3,120360,3
10251,3,120370,3
10252,3,120380,3
10253,3,120390,3
10254,3,120400,3
10255,3,120410,3
10256,3,120420,3
10257,3,120430,3
10258,3,120450,3
10259,3,120460,3
10260,3,120550,3
10261,3,120560,3
10262,3,120570,3
10263,3,120990,3
10264,3,121000,3
10265,3,121010,3
10266,3,121020,3
10267,3,121100,3
10268,4,140000,3
10269,4,150010,3
10270,4,150020,3
10271,4,150030,3
10272,4,150040,3
10274,3,118000020,1
10275,3,118000030,1
10276,3,118000040,1
10277,3,106000060,1
10278,3,106000070,1
10279,3,106000080,1
10280,3,101000070,1
10281,3,110000060,1
10282,3,104000060,1
10283,3,104000070,1
10284,3,104000080,1
10285,3,102000050,1
10286,3,104000170,1
10287,3,104000260,1
10288,4,118000050,1
10289,4,118000060,1
10290,4,106000100,1
10291,4,106000110,1
10292,4,104000090,1
10293,4,104000100,1
10294,4,104000110,1
10295,4,104000270,1
10296,4,107000090,1
10297,4,104000180,1
10298,5,118000070,1
10299,5,106000120,1
10300,5,104000120,1
10301,5,104000190,1
10302,1,103000000,2
10303,2,103000001,2
10304,3,103000002,2
10305,4,103000003,2
10306,5,103000004,2
10307,1,111000000,2
10308,2,111000001,2
10309,3,111000002,2
10310,4,111000003,2
10311,5,111000004,2
10312,1,115000000,2
10313,2,115000001,2
10314,3,115000002,2
10315,4,115000003,2
10316,5,115000004,2
10317,4,130024,3
10318,4,130034,3
10319,4,130044,3
10320,4,130054,3
10321,3,130060,3
10322,3,130070,3
10323,3,130080,3
10324,3,130090,3
10325,3,130100,3
10326,3,130110,3
10327,3,130120,3
10328,3,130130,3
10329,3,130140,3
10330,3,130150,3
10331,3,130160,3
10332,3,130170,3
10333,3,130180,3
10334,3,130190,3
10335,3,130200,3
10336,3,130420,3
10337,3,130510,3
10338,3,130520,3
10339,3,130531,3
10340,3,130540,3
10341,3,130660,3
10342,3,130790,3
10343,3,130800,3
10344,3,131130,3
10345,4,140000,3
10346,4,150010,3
10347,4,150020,3
10348,4,150030,3
10349,4,150040,3
10351,1,101000010,1
10352,1,102000010,1
10353,1,103000010,1
10354,1,104000010,1
10355,1,105000010,1
10356,1,106000010,1
10357,1,107000010,1
10358,1,108000010,1
10359,1,109000010,1
10360,1,110000010,1
10361,2,101000020,1
10362,2,101000030,1
10363,2,102000020,1
10364,2,102000030,1
10365,2,102000040,1
10366,2,103000020,1
10367,2,103000030,1
10368,2,103000040,1
10369,2,104000020,1
10370,2,104000030,1
10371,2,104000040,1
10372,2,105000020,1
10373,2,105000030,1
10374,2,105000040,1
10375,2,106000020,1
10376,2,106000030,1
10377,2,106000040,1
10378,2,107000020,1
10379,2,107000030,1
10380,2,107000040,1
10381,2,108000020,1
10382,2,108000030,1
10383,2,108000040,1
10384,2,109000020,1
10385,2,109000030,1
10386,2,109000040,1
10387,2,110000020,1
10388,2,110000030,1
10389,2,110000040,1
10390,2,118000010,1
10391,3,101000050,1
10392,3,101000060,1
10393,3,101000080,1
10394,3,101000040,1
10395,3,109000060,1
10396,3,109000070,1
10397,3,109000080,1
10398,3,105000060,1
10399,3,105000070,1
10400,3,105000080,1
10401,3,104000050,1
10402,3,106000050,1
10403,3,102000060,1
10404,3,102000070,1
10405,3,102000080,1
10406,3,103000050,1
10407,3,105000050,1
10408,3,107000060,1
10409,3,107000070,1
10410,3,107000080,1
10411,3,108000050,1
10412,3,109000050,1
10413,3,103000060,1
10414,3,103000070,1
10415,3,103000080,1
10416,3,110000050,1
10417,3,106000060,1
10418,3,106000070,1
10419,3,106000080,1
10420,3,101000070,1
10421,3,110000060,1
10422,3,104000060,1
10423,3,104000070,1
10424,3,104000080,1
10425,3,102000050,1
10426,3,104000170,1
10427,3,104000260,1
10428,3,111000010,1
10429,3,111000020,1
10430,3,111000030,1
10431,3,112000020,1
10432,3,112000030,1
10433,3,108000060,1
10434,3,108000070,1
10435,3,108000080,1
10436,3,107000050,1
10437,3,112000010,1
10438,3,110000070,1
10439,3,110000080,1
10440,3,118000020,1
10441,3,118000030,1
10442,3,118000040,1
10443,4,101000090,1
10444,4,101000100,1
10445,4,101000110,1
10446,4,109000100,1
10447,4,105000100,1
10448,4,105000110,1
10449,4,108000090,1
10450,4,110000090,1
10451,4,102000100,1
10452,4,102000110,1
10453,4,106000090,1
10454,4,109000090,1
10455,4,107000100,1
10456,4,103000090,1
10457,4,102000090,1
10458,4,103000100,1
10459,4,106000100,1
10460,4,106000110,1
10461,4,104000090,1
10462,4,104000100,1
10463,4,104000110,1
10464,4,107000090,1
10465,4,104000180,1
10466,4,111000040,1
10467,4,112000040,1
10468,4,108000100,1
10469,4,105000090,1
10470,4,110000100,1
10471,4,118000050,1
10472,4,118000060,1
10473,5,101000120,1
10474,5,109000110,1
10475,5,105000120,1
10476,5,102000120,1
10477,5,107000110,1
10478,5,103000120,1
10479,5,106000120,1
10480,5,104000120,1
10481,5,104000190,1
10482,5,111000060,1
10483,5,112000060,1
10484,5,108000110,1
10485,5,110000110,1
10486,5,118000070,1
10487,1,201000010,8
10488,1,292000010,8
10489,1,299000040,8
10490,1,299000070,8
10491,1,299000110,8
10492,1,299000120,8
10493,1,299000140,8
10494,2,202000010,8
10495,2,290000010,8
10496,2,299000010,8
10497,2,299000150,8
10498,2,299000190,8
10499,2,299000200,8
10500,2,299000210,8
10501,3,298000050,8
10502,3,298000060,8
10503,3,299000060,8
10504,3,299000170,8
10505,3,290000120,8
10506,3,291000050,8
10507,3,292000020,8
10508,4,299000670,8
10509,4,299000680,8
10510,4,204000010,8
10511,4,209000040,8
10512,4,202000070,8
10513,5,297000100,8
10514,5,291000020,8
10515,5,297000130,8
10516,5,297000140,8
10517,5,203000010,8
10518,5,206000030,8
10519,5,203000050,8
10520,1,170002,3
10521,1,180002,3
10522,2,170003,3
10523,2,180003,3
10524,3,170004,3
10525,3,180004,3
10526,4,140000,3
10527,5,150010,3
10528,5,150020,3
10529,5,150030,3
10530,5,150040,3
10532,1,101000010,1
10533,1,102000010,1
10534,1,103000010,1
10535,1,104000010,1
10536,1,105000010,1
10537,1,106000010,1
10538,1,107000010,1
10539,1,108000010,1
10540,1,109000010,1
10541,1,110000010,1
10542,2,101000020,1
10543,2,101000030,1
10544,2,102000020,1
10545,2,102000030,1
10546,2,102000040,1
10547,2,103000020,1
10548,2,103000030,1
10549,2,103000040,1
10550,2,104000020,1
10551,2,104000030,1
10552,2,104000040,1
10553,2,105000020,1
10554,2,105000030,1
10555,2,105000040,1
10556,2,106000020,1
10557,2,106000030,1
10558,2,106000040,1
10559,2,107000020,1
10560,2,107000030,1
10561,2,107000040,1
10562,2,108000020,1
10563,2,108000030,1
10564,2,108000040,1
10565,2,109000020,1
10566,2,109000030,1
10567,2,109000040,1
10568,2,110000020,1
10569,2,110000030,1
10570,2,110000040,1
10571,2,118000010,1
10572,3,101000050,1
10573,3,101000060,1
10574,3,101000080,1
10575,3,101000040,1
10576,3,109000060,1
10577,3,109000070,1
10578,3,109000080,1
10579,3,105000060,1
10580,3,105000070,1
10581,3,105000080,1
10582,3,104000050,1
10583,3,106000050,1
10584,3,102000060,1
10585,3,102000070,1
10586,3,102000080,1
10587,3,103000050,1
10588,3,105000050,1
10589,3,107000060,1
10590,3,107000070,1
10591,3,107000080,1
10592,3,108000050,1
10593,3,109000050,1
10594,3,103000060,1
10595,3,103000070,1
10596,3,103000080,1
10597,3,110000050,1
10598,3,106000060,1
10599,3,106000070,1
10600,3,106000080,1
10601,3,101000070,1
10602,3,110000060,1
10603,3,104000060,1
10604,3,104000070,1
10605,3,104000080,1
10606,3,102000050,1
10607,3,104000170,1
