SupportLogId,CharaId,Name,Rarity,SupportLogTypeId,SalePrice,CompositionExp,AwakeningExp,UseRank,GroupNo,AdaptableAppearAppend,PunisherAppearAppend,State,PassiveState,PowerDefaultValue,CltDefaultValue,Awakening1Power,Awakening1Clt,Awakening2Power,Awakening2Clt,Awakening3Power,Awakening3Clt,Awakening4Power,Awakening4Clt,Awakening5Power,Awakening5Clt,NormalLeader,HoloLeader,UiDisplayPowerTitle,UiDisplayPowerContent,Prefab,CutinMode,SkillVoiceId,SkillName,NameInSkillCutin,SkillText,SkillTextInSkillCutin,CharaInfo,CutinImage,CutinImageAwake,StatusCharaIcon,StatusCharaIconAwake,CollectionDisplayStartDate,CollectionEmptyFrameDisplayFlag,DateVersionId,
202000210,999,"《妖精のクリスマス》アスナ",4,3,800,15000,100,1,0,0,0,"s202000210",,40,165,50,151,55,144,60,137,65,130,70,123,5,10,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86","CH_ASU_SUP_029","ダウンプア・プレゼント","ダウンプア・〇〇〇プレゼント","プレゼントを大量に飛ばして<br>周囲を攻撃する。<br>覚醒で攻撃力が上昇。","プレゼントによる広範囲攻撃","涼やかな水妖精の髪色と、クリス<br>マスらしい赤のコントラストが<br>眩しい。妖精界にもクリスマスが<br>やってきた。","slog_202000210","slog_202000210","Chara_icon/202000210","Chara_icon/202000210","2020/12/15 7:00:00",True,"1",
205000130,999,"《秘める恋心》リズベット",4,3,800,15000,100,1,0,0,0,"s205000130",,1,180,1,175,2,170,2,165,3,162,3,160,1,2,"ドロップ数","{0}個","skill_3_2line_moji86","un_2line_moji86","CH_LIS_SUP_029","シークレット・プレゼント","シークレット・〇〇〇プレゼント","グリードを2体召喚。<br>覚醒でスキルポーションのドロップ数が増加。","グリードを召喚","乙女の心はとっても複雑。あの人<br>だけのサンタクロースになりたく<br>て、けれどなかなか素直に渡せ<br>なくて…。","slog_205000130","slog_205000130","Chara_icon/205000130","Chara_icon/205000130","2020/12/15 7:00:00",True,"1",
220000050,999,"《聖夜の贈り物》サチ",4,3,800,15000,100,1,0,0,0,"s220000050",,25,180,30,170,33,160,36,155,38,150,40,145,5,10,"召喚増強レベル","{0}レベル","skill_3_2line_moji86","un_2line_moji86",,"サンタクロース・カミング","サンタクロース・〇〇カミング","お助けMob背教者ニコラスを<br>召喚し、戦闘支援を受ける。<br>覚醒で召喚Mobの<br>レベルが増強。","お助けMob【背教者ニコラス】を召喚","今日は君だけのサンタさん。一夜<br>限りの奇跡を携えて、少女は<br>雪舞う聖夜に微笑む。","slog_220000050","slog_220000050","Chara_icon/220000050","Chara_icon/220000050","2020/12/15 7:00:00",True,"1",
204000160,999,"《温泉の弓姫》シノン",5,3,1600,20000,100,1,0,0,0,"s204000160",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86","CH_SIN_SUP_028","ベイシン・シャワー","ベイシン・〇〇〇〇シャワー","乱れ飛ぶ風呂桶で周囲の敵に<br>打属性のダメージを与える。<br>覚醒で攻撃力が上昇。","打属性の強力な広範囲攻撃","温かな湯の湧く天然温泉。偶然見<br>つけたその場所で、入浴を楽しむ<br>少女が一人。偶然であれ出くわせ<br>ば、叱責の怒号が――。","slog_204000160","slog_204000160","Chara_icon/204000160","Chara_icon/204000160","2021/01/19 7:00:00",True,"1",
201000110,999,"《湯上り剣士》キリト",4,3,800,15000,100,1,0,0,0,"s201000110",,40,165,50,151,55,144,60,137,65,130,70,123,5,10,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86","CH_KIR_SUP_028","ホットスプリング・スチーム","ホットスプリング〇〇・スチーム","湯気を身に纏い触れた敵に<br>火属性のダメージを与えつつ、<br>自パーティに自動回復を付与。<br>覚醒で攻撃力が上昇。","火属性の攻撃＋リジェネレイト付与","男性アバターだと分かっていても<br>何故かドギマギしてしまう美少女<br>ぶり。その視線に気付かぬは本人<br>ばかり…？","slog_201000110","slog_201000110","Chara_icon/201000110","Chara_icon/201000110","2021/01/19 7:00:00",True,"1",
202000220,999,"《背流し癒湯姫》アスナ",4,3,800,15000,100,1,0,0,0,"s202000220",,40,165,50,151,55,144,60,137,65,130,70,123,5,10,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86","CH_ASU_SUP_028","ホットスプリング・スプラッシュ","ホットスプリング・スプラッシュ","周囲で間欠泉を噴き上げ、<br>火属性のダメージを与える。<br>覚醒で攻撃力が上昇。","火属性の広範囲攻撃","洗い場に佇む美しい少女。折角<br>一緒にいるんだものと目配せを<br>受けたら、こちらがくらりとして<br>しまいそう。","slog_202000220","slog_202000220","Chara_icon/202000220","Chara_icon/202000220","2021/01/19 7:00:00",True,"1",
206000160,999,"《仲良し洗いっこ》シリカ",4,1,800,15000,100,1,0,0,0,"s206000160",,30,85,35,75,40,70,45,65,50,60,55,55,10,20,"耐久値回復量","{0}%","skill_3_2line_moji86","un_2line_moji86","CH_SIL_SUP_028","ホットスプリング・ヒーリング","ホットスプリング〇・ヒーリング","戦闘不能状態のメンバーを2人復帰させ、20秒間自パーティに自動回復と状態異常予防を付与。<br>覚醒で復帰時の回復量が上昇。","戦闘不能状態のメンバー2人復帰＋リジェネレイト付与＋状態異常予防付与","いつでも一緒の仲良しコンビ、<br>今日は揃って体を洗いっこ。元気<br>な小竜も、ちゃんとじっとしてい<br>られて偉かったね。","slog_206000160","slog_206000160","Chara_icon/206000160","Chara_icon/206000160","2021/01/19 7:00:00",True,"1",
202000230,999,"《甘々さくらもち》アスナ",5,1,1600,20000,100,1,0,0,0,"s202000230",,50,100,55,98,60,96,65,94,70,92,75,90,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"サクラ・ヒール","サクラ・ヒール","戦闘不能状態のメンバーを2人復帰させ、自パーティに自動回復を付与する。<br>覚醒で効果時間が延長。","戦闘不能状態のメンバー2人復帰＋リジェネレイト付与","甘くて美味しい和菓子はいかが？<br>愛らしいお給仕さんと、優しく<br>とろける美味しい和菓子に<br>魅了される人続出。","slog_202000230","slog_202000230","Chara_icon/202000230","Chara_icon/202000230","2020/12/01 7:00:00",True,"1",
203000200,999,"《献身かしわもち》直葉",4,2,800,15000,100,1,0,0,0,"s203000200",,20,50,22,47,24,44,26,41,28,38,30,35,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"カシワ・フォース","カシワ・フォース","自パーティのSTRを<br>120%上昇させる。<br>覚醒で効果時間が延長。","自パーティのSTR上昇","美味しい和菓子はもちろんのこと<br>優しいお給仕さんがいることも<br>ここの人気の秘密。甘い甘～い<br>癒しの空間だ。","slog_203000200","slog_203000200","Chara_icon/203000200","Chara_icon/203000200","2020/12/01 7:00:00",True,"1",
206000170,999,"《きらきらあんみつ》シリカ",5,3,1600,20000,100,1,0,0,0,"s206000170",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"アンミツ・ドラゴン","アンミツ・〇〇〇ドラゴン","ピナが現れ突進で敵を攻撃。<br>覚醒で攻撃力が上昇。","ピナが突進で攻撃","甘い香りに誘われて、迷い込んだ<br>のは不思議な和菓子カフェ。<br>可愛い猫ちゃん給仕さんが<br>お出迎えしてくれる。","slog_206000170","slog_206000170","Chara_icon/206000170","Chara_icon/206000170","2020/12/01 7:00:00",True,"1",
209000160,999,"《愛々わらびもち》ユウキ",4,2,800,15000,100,1,0,0,0,"s209000160",,20,60,24,58,28,56,32,54,36,52,40,50,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ワラビ・キラー","ワラビ・キラー","ボスに与えるダメージを<br>150%上昇させる。<br>覚醒で効果時間が延長。","ボスキラー","元気な猫ちゃんに迎えられ、<br>甘い和菓子に舌鼓。これぞ正に<br>この世の楽園かも！？<br>虜になること間違いなし。","slog_209000160","slog_209000160","Chara_icon/209000160","Chara_icon/209000160","2020/12/01 7:00:00",True,"1",
299000700,999,"《鈴の音護身具店》スズネ",4,2,800,15000,100,1,0,0,0,"s299000700",,10,150,11,140,12,130,13,125,14,120,15,115,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ワビサビ・イクイプメント","ワビサビ・〇〇〇イクイプメント","自パーティがダメージを受けなくなり、リーグポイントの獲得量が70％増加する。覚醒で効果時間が延長。","ダメージを受けなくなる＋リーグポイントの獲得量上昇","和装を得意とする防具鍛冶師。<br>年始やお盆の季節には特に人気が<br>あり、多彩な和服で皆の日常を<br>取り戻すのに一役買っていた。","slog_299000700","slog_299000700","Chara_icon/299000700","Chara_icon/299000700","2020/12/25",True,"1",
299000710,999,"《私の物語》コハル",5,2,1600,20000,100,1,0,0,0,"s299000710",,45,145,55,137,65,129,70,125,75,121,80,117,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"パートナー・エール","パートナー・〇〇〇〇エール","ファーストアタックとラスト<br>アタックで得られるボーナス<br>ポイントが30％増加する。<br>覚醒で効果時間が延長。","ファースト＆ラストアタックのボーナスポイント量上昇","《SAO》の世界においては、<br>誰もが主人公であった。自分の<br>道を切り開けるのは、いつだって<br>自分自身だ。","slog_299000710","slog_299000710","Chara_icon/299000710","Chara_icon/299000710","2020/12/08 7:00:00",True,"1",
299000720,999,"《漆黒を切り裂く》イーディス",5,2,1600,20000,100,1,0,0,0,"s299000720",,20,85,24,82,28,79,32,76,36,73,40,70,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ダーク・レイクベッド","ダーク・〇〇〇〇レイクベッド","自パーティの攻撃に闇属性を付与し、STRを100％上昇させ、周囲の敵の耐性を除去する。覚醒で効果時間が延長。","闇属性付与＋自パーティのSTR上昇＋周囲の敵の耐性を除去","闇夜に閃く刃が悪を討つ。情の<br>厚い彼女だからこそ、その信念の<br>刃は鋭く硬い。湖底の常闇を統べ<br>悪しきを遍く飲み込むだろう。","slog_299000720","slog_299000720","Chara_icon/299000720","Chara_icon/299000720","2020/12/08 7:00:00",True,"1",
201000120,999,"《世界を結ぶ》キリト",5,3,1600,20000,100,1,0,0,0,"s201000120",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"アブゾーブ・レーザー","アブゾーブ・〇〇〇レーザー","前方に強力な闇属性のレーザーを<br>照射し、敵にダメージを与える。<br>覚醒で攻撃力が上昇。","前方に強力な闇属性のレーザーを照射","外の世界を知る彼だからこそ、<br>この世界の人々はいがみ合うべき<br>でないと知っている。皆が手と手<br>を取り合える世界を目指して。","slog_201000120","slog_201000120","Chara_icon/201000120","Chara_icon/201000120","2020/12/08 7:00:00",True,"1",
202000240,999,"《永遠を共に》アスナ",5,3,1600,20000,100,1,0,0,0,"s202000240",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"グラウンド・オーソリティ","グラウンド・〇〇オーソリティ","周囲に強力な土属性の広範囲攻撃<br>を行い、敵にダメージを与える。<br>覚醒で攻撃力が上昇。","土属性の強力な広範囲攻撃","愛する者と共にあれるならば、<br>どんな困難が訪れようと恐れは<br>しない。覚悟を胸に彼女は凛と<br>前を向く。","slog_202000240","slog_202000240","Chara_icon/202000240","Chara_icon/202000240","2020/12/08 7:00:00",True,"1",
211000080,999,"《見通せぬ未来》アリス",5,3,1600,20000,100,1,0,0,0,"s211000080",,20,120,22,116,24,112,26,108,28,104,30,100,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"テナシティ・リアル","テナシティ・〇〇〇〇リアル","攻撃中のメンバーのスキルを再使<br>用可能にした後、自パーティの<br>INTを50％上昇させる。<br>覚醒で効果時間が延長。","クールタイムスキップ＋INT上昇","己の成すべきことを成す。しかし<br>先の見えぬ新天地において、成す<br>べきは何なのか…。彼女の自問<br>自答は続く。","slog_211000080","slog_211000080","Chara_icon/211000080","Chara_icon/211000080","2020/12/08 7:00:00",True,"1",
299000730,999,"《決意を秘めて》イーディス",5,3,1600,20000,100,1,0,0,0,"s299000730",,20,120,22,116,24,112,26,108,28,104,30,100,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"フォアサイト・ワンサイド","フォアサイト・〇〇ワンサイド","攻撃中のメンバーのスキルを再使<br>用可能にした後、ボスに与える<br>ダメージを50%上昇させる。<br>覚醒で効果時間が延長。","クールタイムスキップ＋ボスキラー","変わりゆく世界の中で、決意に満<br>ちた瞳が光を宿す。真の自由意志<br>を手に入れた彼女の目に、世界は<br>如何に映るのか――。","slog_299000730","slog_299000730","Chara_icon/299000730","Chara_icon/299000730","2020/12/08 7:00:00",True,"1",
299000740,999,"《立ち向かう意志》ロニエ",5,2,1600,20000,100,1,0,0,0,"s299000740",,80,75,84,73,88,71,92,69,96,67,100,65,10,20,"ボーナス増加量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"マイ・ジャスティス","マイ・〇〇〇〇〇ジャスティス","15秒間、ラストアタックでのボーナスポイントが増加。覚醒で増加量が上昇。","ラストアタックで得られるボーナスポイント量上昇","大戦を経て世界を知った少女は今<br>自分の信じる正義を胸に、自分の<br>足で大地を踏みしめる。相棒の小<br>竜と共に、新たな冒険が始まる。","slog_299000740","slog_299000740","Chara_icon/299000740","Chara_icon/299000740","2020/12/08 7:00:00",True,"1",
299000750,999,"《惑う心》ティーゼ",5,2,1600,20000,100,1,0,0,0,"s299000750",,80,75,84,73,88,71,92,69,96,67,100,65,10,20,"ボーナス増加量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"ヴァシレイト・ハート","ヴァシレイト・〇〇〇〇ハート","15秒間、ファーストアタックでのボーナスポイントが増加。覚醒で増加量が上昇。","ファーストアタックで得られるボーナスポイント量上昇","別れと出会いを経た彼女の胸は<br>答えの出せぬまま惑い揺れ動く。<br>世界の変革の最中において、彼女<br>は誰へと想いを馳せる。","slog_299000750","slog_299000750","Chara_icon/299000750","Chara_icon/299000750","2020/12/08 7:00:00",True,"1",
299000760,999,"《薄青の精鋭》エントキア",5,2,1600,20000,100,1,0,0,0,"s299000760",,35,180,38,168,41,156,44,144,47,132,50,120,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ペイルブルー・エリート","ペイルブルー・〇〇〇エリート","グリードの位置をミニマップに表示し、移動速度も上昇する。<br>覚醒で効果時間が延長。","グリードサーチ発動＆移動速度上昇","《公理教会》の整合騎士の一人。<br>大戦時は山脈の警備にあたってお<br>り、その実力は未知数。","slog_299000760","slog_299000760","Chara_icon/299000760","Chara_icon/299000760","2020/12/08 7:00:00",True,"1",
299000770,999,"《萌ゆる深緑》ネルギウス",5,2,1600,20000,100,1,0,0,0,"s299000770",,60,120,65,116,70,112,75,108,80,104,85,100,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"スプラウト・プラント","スプラウト・〇〇〇プラント","自パーティがよろけ・ダウン無効状態になる。<br>覚醒で効果時間が延長。","よろけ・ダウン無効","《公理教会》の整合騎士の一人で<br>神器《萌嵐槍》の使い手。大戦時<br>は山脈の警備にあたっていた。","slog_299000770","slog_299000770","Chara_icon/299000770","Chara_icon/299000770","2020/12/08 7:00:00",True,"1",
206000150,999,"《碧海の踊り子》シリカ",5,2,1600,20000,100,1,0,0,0,"s206000150",,5,150,6,145,7,140,8,135,9,132,10,130,1,2,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_SIL_SUP_014","ジョンティ・ステップ","ジョンティ・〇〇〇ステップ","ファーストアタックで得られる<br>ボーナスポイントが500％増加<br>する。覚醒で効果時間が延長。","ファーストアタックで得られるボーナスポイント量上昇","飛び跳ね舞い踊る幼い少女の軽快<br>な足音。その小気味好いリズムは<br>不思議と観る者に力を与える。彼<br>女こそが勝利の女神なのかも。","slog_206000150","slog_206000150","Chara_icon/206000150","Chara_icon/206000150","2021/04/20 7:00:00",True,"1",
202000250,999,"《閃花の舞姫》アスナ",4,3,800,15000,100,1,0,0,0,"s202000250",,1,180,1,175,2,170,2,165,3,162,3,160,1,2,"ドロップ数","{0}個","skill_3_2line_moji86","un_2line_moji86","CH_ASU_SUP_014","チャーム・ブルーム","チャーム・〇〇〇〇〇ブルーム","ランダムで敵Mobのミミックか<br>グリードを4体召喚する。<br>覚醒でスキルポーションの<br>ドロップ数が増加。","ランダムで敵Mob【ミミック】かグリードを召喚","美しい長髪を揺らめかせ、刃の光<br>を閃かせ、笑顔を絶やさず彼女は<br>踊る。その心は、愛する者の勝利<br>を願って。","slog_202000250","slog_202000250","Chara_icon/202000250","Chara_icon/202000250","2021/04/20 7:00:00",True,"1",
204000170,999,"《氷弾の闘舞》シノン",4,2,800,15000,100,1,0,0,0,"s204000170",,15,60,18,58,21,56,24,54,27,52,30,50,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_SIN_SUP_014","トリップ・ウィナー","トリップ・〇〇〇〇ウィナー","ボスに与えるダメージを<br>200%上昇させる。<br>覚醒で効果時間が延長。","ボスキラー","涼やかな眼差しの奥底には、勝利<br>への渇望が静かに燃える。そんな<br>彼女の猛き舞に、闘志を刺激され<br>ない者はいない。","slog_204000170","slog_204000170","Chara_icon/204000170","Chara_icon/204000170","2021/04/20 7:00:00",True,"1",
216000080,999,"《探求の踊り手》フィリア",4,3,800,15000,100,1,0,0,0,"s216000080",,20,105,30,103,40,101,50,99,60,97,70,95,10,20,"メダル増加量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"トレジャー・サルテーション","トレジャー・〇〇サルテーション","一定範囲内のグリードをゴールデン・グリードに転生し、20秒間グリードの位置をミニマップに表示。覚醒で排出メダル量が増加。","グリードをゴールデン・グリードに転成＋グリードサーチ発動","この砂漠のどこかに眠る秘宝を求<br>め、旅を続ける美しい踊り子。探<br>求の果てに、彼女は如何なるもの<br>と出会うのか。","slog_216000080","slog_216000080","Chara_icon/216000080","Chara_icon/216000080","2021/04/20 7:00:00",True,"1",
205000140,999,"《甘い真心》リズベット",5,3,1600,20000,100,1,0,20,0,"s205000140",,20,100,22,97,24,94,26,91,28,88,30,85,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_LIS_SUP_032","スウィート・シャワー","スウィート・〇〇〇〇シャワー","一定時間、魅了効果のあるチョコ<br>を周囲に投下。覚醒で効果時間が<br>延長。【パッシブ】アダプタブル<br>出現率が上昇。重複で効果増。","一定時間、周囲に魅了効果のあるチョコを投下","今宵は女子の祭典。その手に握る<br>道具を、槌から泡立て器に持ち替<br>えて。普段は照れ臭くても、今日<br>ばかりは恋心に素直になろう。","slog_205000140","slog_205000140","Chara_icon/205000140","Chara_icon/205000140","2021/02/02 7:00:00",True,"1",
204000180,999,"《甘い恋のコクハク》シノン",4,2,800,15000,100,1,0,0,0,"s204000180",,20,100,22,97,24,94,26,91,28,88,30,85,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_SIN_SUP_032","シュガー・プレゼント","シュガー・〇〇〇プレゼント","一定時間自パーティの攻撃に魅了<br>を付与し、ラストアタックボーナ<br>スを60％増加する。<br>覚醒で効果時間が延長。","自パーティの攻撃に魅了付与＋ラストアタックで得られるボーナスポイント量上昇","普段はクールな彼女も、この日だ<br>けは甘い笑顔を覗かせる。気持ち<br>をギフトにいっぱい詰めて、大切<br>な告白をあなたに。","slog_204000180","slog_204000180","Chara_icon/204000180","Chara_icon/204000180","2021/02/02 7:00:00",True,"1",
206000180,999,"《思慕の猫姫》シリカ",4,2,800,15000,100,1,0,0,0,"s206000180",,20,100,22,97,24,94,26,91,28,88,30,85,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_SIL_SUP_032","ラブリー・プレゼント","ラブリー・〇〇〇プレゼント","一定時間自パーティの攻撃に魅了<br>を付与し、ファーストアタック<br>ボーナスを50％増加する。<br>覚醒で効果時間が延長。","自パーティの攻撃に魅了付与＋ファーストアタックで得られるボーナスポイント量上昇","ドキドキで胸が張り裂けそう。<br>いたいけな少女の切なる想い、<br>大切なあの人に届けることが<br>出来るのか――？","slog_206000180","slog_206000180","Chara_icon/206000180","Chara_icon/206000180","2021/02/02 7:00:00",True,"1",
209000170,999,"《恋焦がれるココロ》ユウキ",4,2,800,15000,100,1,0,0,0,"s209000170",,20,100,22,97,24,94,26,91,28,88,30,85,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_YUU_SUP_032","ハニー・プレゼント","ハニー・〇〇〇〇プレゼント","一定時間自パーティの攻撃に魅了<br>を付与し、リーグポイントの獲得<br>量を30％増加する。<br>覚醒で効果時間が延長。","自パーティの攻撃に魅了付与＋リーグポイントの獲得量上昇","元気印の少女も今日はちょっぴり<br>緊張気味？普段は言葉に出来ない<br>甘いココロを贈る――そんなワガ<br>ママも今日は許されるよね。","slog_209000170","slog_209000170","Chara_icon/209000170","Chara_icon/209000170","2021/02/02 7:00:00",True,"1",
203000210,999,"《安らかな夢見》リーファ",5,2,1600,20000,100,1,0,0,0,"s203000210","s203000210_passive",20,150,23,145,26,140,29,135,32,132,35,130,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_LEA_SUP_035","フェアリー・ドリーム","フェアリー・〇〇〇ドリーム","ファーストアタックボーナスが<br>100％増加。覚醒で時間延長。<br>【パッシブ】ファーストアタック<br>を重ねる毎にボーナスが増加。","ファーストアタックで得られるボーナスポイント量上昇","今日はのんびりお休みタイム。<br>スピードホリックな妖精も、翅を<br>休めてリラックス。あなたと一緒<br>なら素敵な夢が見られるかも。","slog_203000210","slog_203000210","Chara_icon/203000210","Chara_icon/203000210","2021/02/16 7:00:00",True,"1",
204000190,999,"《早天の射手》シノン",4,2,800,15000,100,1,0,0,0,"s204000190",,12,90,14,80,16,75,17,70,18,65,19,60,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86","CH_SIN_SUP_035","アーリー・アングリー","アーリー・〇〇〇アングリー","一定時間スキルポーションと<br>グリードの位置をミニマップに<br>表示し、移動速度も上昇する。<br>覚醒で効果時間が延長。","スキルポーション＆グリードサーチ発動＋移動速度上昇","目覚めの朝、無防備な彼女。そこ<br>に居合わせてしまったのは幸か<br>不幸か？！恥じらいの弾丸で蜂の<br>巣にされる前に逃亡あるのみ。","slog_204000190","slog_204000190","Chara_icon/204000190","Chara_icon/204000190","2021/02/16 7:00:00",True,"1",
215000080,999,"《夢路への誘い》ストレア",4,2,800,15000,100,1,0,0,0,"s215000080",,16,50,18,47,20,44,22,41,23,38,24,35,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"ドリーミー・シェア","ドリーミー・〇〇〇〇〇シェア","自パーティのSTRを<br>150%上昇させる。<br>覚醒で効果時間が延長。","自パーティのSTR上昇","まどろみの中、柔らかな体温に<br>誘われるは幸福な夢の中。優しい<br>笑みを浮かべた彼女の添い寝に<br>温かな気持ちがあふれだす。","slog_215000080","slog_215000080","Chara_icon/215000080","Chara_icon/215000080","2021/02/16 7:00:00",True,"1",
217000040,999,"《憩いの歌姫》セブン",4,2,800,15000,100,1,0,0,0,"s217000040",,20,160,22,152,24,148,26,144,28,140,30,136,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"リラックス・ジーニアス","リラックス・〇〇ジーニアス","リーグポイント獲得量が<br>45％増加する。<br>覚醒で効果時間が延長。","獲得リーグポイント上昇","忙しい天才少女の束の間の休息。<br>寝る間も惜しんで研究に勤しむ<br>彼女も、今日は愛らしい寝間着で<br>リラックス。","slog_217000040","slog_217000040","Chara_icon/217000040","Chara_icon/217000040","2021/02/16 7:00:00",True,"1",
209000180,999,"《紫光の絶拳》ユウキ",5,2,1600,20000,100,1,0,0,0,"s209000180",,20,180,22,176,24,172,26,168,28,164,30,160,5,10,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"カンフー・パワー！","カンフー・〇〇〇〇パワー！","自パーティのSTRを150％<br>上昇させ、リーグポイントの<br>獲得量を50％増加させる。<br>覚醒で効果時間が延長。","自パーティのSTR上昇＋獲得リーグポイント上昇","長い三つ編みを揺らして、元気<br>いっぱいカンフー娘のご登場！<br>見た目の愛らしさとは裏腹に、<br>その一撃はかなり重いとか…！？","slog_209000180","slog_209000180","Chara_icon/209000180","Chara_icon/209000180","2021/03/02 7:00:00",True,"1",
202000260,999,"《華麗な紅華》アスナ",4,2,800,15000,100,1,0,0,0,"s202000260",,10,60,12,58,14,56,16,54,18,52,20,50,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"エレガント・カンフー","エレガント・〇〇〇カンフー","自パーティのSTRが120％<br>上昇し、ラストアタック<br>ボーナスが50％増加する。<br>覚醒で効果時間が延長。","自パーティのSTR上昇＋ラストアタックで得られるボーナスポイント量上昇","チャイナドレスでエレガントな<br>夜を。中華娘が見せる今宵の夢は<br>鮮やかな深紅が織りなす、艶やか<br>な時間――。","slog_202000260","slog_202000260","Chara_icon/202000260","Chara_icon/202000260","2021/03/02 7:00:00",True,"1",
203000220,999,"《疾風の美技》リーファ",4,2,800,15000,100,1,0,0,0,"s203000220",,10,60,12,58,14,56,16,54,18,52,20,50,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"フェアリー・カンフー","フェアリー・〇〇〇カンフー","自パーティのSTRが120％<br>上昇し、ファーストアタック<br>ボーナスが40％増加する。<br>覚醒で効果時間が延長。","自パーティのSTR上昇＋ファーストアタックで得られるボーナスポイント量上昇","元気に誘う妖精娘も、セクシーな<br>スリットで無意識に皆を誘惑して<br>しまう。その手を取れば、夢のよ<br>うな一時が約束されている。","slog_203000220","slog_203000220","Chara_icon/203000220","Chara_icon/203000220","2021/03/02 7:00:00",True,"1",
218000060,999,"《赤影の明花》レイン",4,2,800,15000,100,1,0,0,0,"s218000060",,10,60,12,58,14,56,16,54,18,52,20,50,2,4,"効果時間","{0}秒","skill_3_2line_moji86","un_2line_moji86",,"グレイス・カンフー","グレイス・〇〇〇〇カンフー","自パーティのSTRが120％上<br>昇。ファーストアタックとラスト<br>アタックのボーナスが35％増加<br>覚醒で効果時間が延長。","自パーティのSTR上昇＋ファーストアタック＆ラストアタックで得られるボーナスポイント量上昇","少し控え目な上品なチャイナ服…<br>と見せかけて、大胆なスリットに<br>皆の視線は釘付け。彼女には珍し<br>い青い衣装もよく映えている。","slog_218000060","slog_218000060","Chara_icon/218000060","Chara_icon/218000060","2021/03/02 7:00:00",True,"1",
204000200,999,"《パステルイノセンス》シノン",5,3,1600,20000,100,1,0,0,0,"s204000200",,65,210,68,204,71,201,73,198,75,196,77,194,10,20,"攻撃力上昇量","{0}%","skill_3_2line_moji86","un_2line_moji86",,"パステル・アローシャワー","パステル・〇〇〇アローシャワー","一定時間、前方に様々な矢を連射<br>して敵にダメージを与える。<br>覚醒で攻撃力が上昇。","一定時間、前方に矢を連射","気品ある白を基調にしたパステル<br>なゴシック衣装に身を包んだ彼女<br>は、さながらお人形さんのよう。<br>可憐な姿で見る者を魅了する。","slog_204000200","slog_204000200","Chara_icon/204000200","Chara_icon/204000200","2021/01/26 7:00:00",True,"1",
